nom_depto;depto;nom_mun;codigo;NBI1993;NBI2005;HDCT93;HDCL93;HDCT2005;HDCL2005;TMI2005;TMI2016;VA2011;VA2015;CON2018;SUB2018
BOLIVAR;13;Magangue;13430;64,31990603;54,38706276;13,77;75,21;17,88;53,04;22,98;14,79687155;846,7755035;1142,137355;0,13540103;0,914306006
BOLIVAR;13;Mahates;13433;66,9400391;53,67523252;10,98;79,58;20,21;54,15;24,73;18,41460542;121,3757718;330,3575095;0,046067798;0,857715128
BOLIVAR;13;Margarita;13440;84,76225671;76,03296939;2,61;92,03;8,21;75,91;30,76;24,39893996;32,86099124;59,34434641;0,014713192;0,861318222
BOLIVAR;13;Maria la Baja;13442;70,46153002;59,98513819;11,7;84,07;25,24;62,2;26,73;18,96760295;253,2074456;308,2881747;0,060712895;0,925041507
BOLIVAR;13;Montecristo13;13458;89,6;68,33199033;11,08101;;;;27,01;20,83074302;131,5499012;102,929774;0,008447919;0,402264761
BOLIVAR;13;Mompos;13468;52,30233897;51,62511798;19,28;53,26;20,93;47,5;28,38;19,05312521;212,6274316;307,2552029;0,094966952;0,942814398
BOLIVAR;13;Norosi;13490;;88,81;11,08101;;;;24,43;15,82291671;32,07178915;35,59057083;0,027195027;0,946775447
BOLIVAR;13;Morales;13473;86,11123621;63,80289153;26,07;72,13;15,97;54,36;21,1;15,78756975;104,0030507;175,5341744;0,01466007;0,597626901
BOLIVAR;13;Pinillos5a;13549;84,02551036;81,05133398;12,89;81,27;34,66;59,7;36,38;24,04469863;83,47062981;151,2436781;0,025620874;0,845331657
BOLIVAR;13;Regidor14;13580;94,3;66,73378076;11,08101;;20,15;64,71;40,09;25,1432593;62,34446845;59,35407815;0,049508588;0,425645265
BOLIVAR;13;Río Viejo;13600;90,04337312;76,98;17,09;82,12;27,46;57,14;26,6;20,7045957;90,38394262;96,08608857;0,035029459;0,36695233
BOLIVAR;13;San Cristobal15;13620;46,5;45,96197719;11,08101;;9,78;74,73;25,42;24,92620307;20,83386513;35,04138832;0,053196245;0,9918045
BOLIVAR;13;San Estanislao;13647;65,57446508;57,08295644;9,88;86,78;12,67;73,42;29,28;24,17860368;71,0535584;124,5000215;0,035451952;0,878953439
BOLIVAR;13;San Fernando;13650;83,89269034;69,80205859;5,54;89,68;23,37;65,22;33,29;30,50802236;44,58527975;76,19270076;0,008247275;0,677639128
BOLIVAR;13;San Jacinto;13654;92,54334778;94,38197579;9,04;90,76;10,52;89,43;30,39;19,83344902;146,1992532;193,3041419;0,071474863;1,045505046
BOLIVAR;13;San Jacinto del Cauca16;13655;89,6;90,42538256;11,08101;;;;45,37;32,63111816;50,46378693;112,3604322;0,008549444;0,596181248
BOLIVAR;13;San Juan Nepomuceno;13657;61,71265217;67,87029764;10,03;84,3;5,47;93,84;27,25;20,64422713;271,3136931;264,6335254;0,091221521;0,969632329
BOLIVAR;13;San Martín de Loba;13667;80,76962863;68,92749699;16,14;78,61;21,65;64,9;35,58;27,65967463;57,5816653;100,2334319;0,015155706;0,745616461
BOLIVAR;13;San Pablo;13670;77,07130933;65,92718788;16,48;76,68;25,8;53,45;17,92;13,60438596;284,5359788;293,1570433;0,043511999;0,674321023
BOLIVAR;13;Santa Catalina;13673;69,96513811;48,33710128;17,51;75,34;13;63,3;24,77;20,41123472;57,60396528;89,22336788;0,036929491;0,836050927
BOLIVAR;13;Santa Rosa;13683;94,72422062;91,89803613;12,43;86,12;6,15;91,3;31,4;27,08764235;82,45225063;123,9159875;0,063240772;0,651032848
BOLIVAR;13;Santa Rosa del Sur;13688;77,83471536;55,42506526;29,87;60,29;22,33;45,78;22,85;18,23602944;217,9315094;288,7202002;0,063974519;0,700511887
BOLIVAR;13;Simití;13744;80,47002046;62,0004416;21,98;77,06;12,01;76,59;21,34;14,24004753;182,0337687;274,950502;0,041431442;0,741842886
BOLIVAR;13;Soplaviento;13760;57,32132717;53,22622261;8,72;80,23;19,16;80,84;27,28;24,37504949;31,73675328;45,80872167;0,054245283;1,174646226
BOLIVAR;13;Talaigua Nuevo;13780;74,32848349;63,48135315;8,11;81,91;7,45;76,67;25,43;16,05561279;75,89068223;91,79850535;0,046083757;0,629139653
BOLIVAR;13;Tiquisio17;13810;85,5;86,4802614;;;32,57;62,5;42,67;30,98358538;71,83432368;117,6067457;0,014000349;0,529352756
BOLIVAR;13;Turbaco;13836;43,28837508;49,62344198;13,74;83,2;11,12;79,48;28,44;24,96526464;374,4517443;652,4877963;0,338692072;0,259658532
BOLIVAR;13;Turbaná;13838;85,33925297;62,02340607;18,5;80,03;13,27;65,78;18,95;17,29571579;123,7238955;130,7705953;0,075232015;3,07668005
BOLIVAR;13;Villanueva;13873;77,81917725;86,43400912;16,33;73,74;12,96;86,4;37,65;33,62154102;99,21996835;145,4166262;0,078106391;0,539896784
BOLIVAR;13;Zambrano;13894;67,15213358;55,92031372;17,85;81,01;10,85;88,35;26,49;25,08902491;58,9734696;78,72164493;0,08625818;1,504971531
BOYACA;15;Tunja;15001;19,3939451;12,0116459;21,28;16,98;7,74;8,37;16,3;9,796139225;1969,425349;2740,012813;0,63153965;0,269262241
BOYACA;15;Almeida;15022;46,86847599;37,31549816;4,12;82,44;9,71;47,61;21,34;15,17133763;12,75217869;15,93158359;0,06185567;0,708308065
BOYACA;15;Aquitania;15047;53,00053422;42,76299428;5,65;71,63;4,05;57,06;25,22;21,31880988;214,9656361;504,5436571;0,054128564;0,896247983
BOYACA;15;Arcabuco;15051;40,63375728;33,25457767;7,1;66,63;10,93;41,06;18,31;12,62393637;80,44682596;89,7729401;0,08122021;0,720686368
BOYACA;15;Belén;15087;41,99262584;31,05612124;3,56;64,02;5,88;29,98;16,07;12,52729379;80,54681418;115,1137357;0,176503654;0,695615514
BOYACA;15;Berbeo;15090;64,89533011;36,12188366;2,8;93,53;3,06;43,06;18,16;10,11416739;15,56002892;17,01908144;0,059917355;0,626033058
BOYACA;15;Beteitiva;15092;57,07746479;64,0218304;2,51;92,63;2,22;75,6;27,3;17,7277605;9,950445409;14,78824968;0,112683173;0,536129358
BOYACA;15;Boavita;15097;51,33468736;52,88446587;9,25;73,36;7,9;61,68;20,7;15,17689327;40,9762912;50,74933389;0,13239645;0,56464497
BOYACA;15;Boyacá;15104;53,79310345;51,00575909;0,98;87,28;1,09;67,47;24,43;17,34838537;238,7747939;123,0710542;0,134022989;0,867586207
BOYACA;15;Briceño;15106;54,05884438;35,01696193;9,86;84,98;4,01;47,99;20,64;15,23933882;14,82393825;22,66371531;0,032915361;0,655564263
BOYACA;15;Buenavista;15109;58,3826795;45,04254211;4,51;81,25;2,51;60,71;20,34;13,9959889;31,32776838;45,41034931;0,029319917;0,643476752
BOYACA;15;Busbanza;15114;50;57,96766744;4,43;91,14;12,15;44,39;31,8;20,02954785;6,593501835;8,570414995;0,066284779;0,35188216
BOYACA;15;Caldas;15131;43,67198003;39,04320988;0,96;73,91;3,75;50,3;20,64;14,76630178;32,39459952;40,48501479;0,038873239;0,64056338
BOYACA;15;Campohermoso;15135;55,84415584;44,0506984;2,54;84,58;5,38;65,29;22,23;19,21785887;24,63437203;35,97813526;0,040951123;0,581241744
BOYACA;15;Cerinza;15162;33,8022508;26,01855981;2,53;64,14;1,49;39,13;19,37;12,3257725;25,58010723;29,45387659;0,139413859;0,603122432
BOYACA;15;Chinavita;15172;31,31701952;35,7909216;3,05;67,24;5,74;43,17;22,68;20,58968647;24,09451679;34,21464678;0,048140675;0,601614298
BOYACA;15;Chiquinquirá;15176;28,16905106;17,86931806;20,81;26,58;8,23;9,95;14,66;10,40280697;497,5348121;709,7016655;0,413176863;0,433922083
BOYACA;15;Chiscas;15180;59,13341646;69,9844479;4,78;79,21;5,26;65,02;29,6;21,12000903;27,38887082;42,24653257;0,04469956;0,684416219
BOYACA;15;Chita;15183;69,66340621;81,21906241;4,22;88,81;4,02;79,76;33,56;29,46466787;52,96567109;72,73091254;0,058431077;0,73388572
BOYACA;15;Chitaraque;15185;62,15139442;47,31497153;7,94;76,12;3,18;60,39;24,4;17,64029363;36,21652003;49,78411342;0,030203785;0,882823872
BOYACA;15;Chivata;15187;43,23496659;49,37099865;3,39;92,64;25,1;43,35;25,32;17,12398416;30,15683597;40,46881078;0,045855926;0,271882262
BOYACA;15;Ciénega;15189;43,3271719;29,80769231;2,49;80,55;4;66,89;20,39;14,52166926;42,98916126;57,86658302;0,042980562;0,742116631
BOYACA;15;Combita;15204;38,2904533;38,39669375;0,94;78,74;2,36;60,09;26,17;21,40196845;95,91273966;121,7214773;0,058933458;0,430554629
BOYACA;15;Coper;15212;58,97237782;47,03410776;7,07;83,01;3,83;68,37;20,35;16,70448626;25,84682357;37,12968965;0,037836323;0,73514574
BOYACA;15;Corrales;15215;39,4897182;27,94830372;5,58;61,4;11,24;32,84;17,26;14,58557458;66,99440374;75,51785389;0,282051282;0,479532164
BOYACA;15;Covarachia;15218;73,30716389;79,64657621;3,46;88,11;4,68;81,39;41,18;30,79942468;16,96591928;23,42926476;0,05323741;0,840647482
BOYACA;15;Cubara;15223;78,4107946;58,45622843;4,03;63,51;37,46;21,85;30,39;25,84418394;50,98753989;57,11783138;0,079138827;1,088641425
BOYACA;15;Cucaita;15224;49,11932523;42,91216168;3,67;83,67;11,83;60,3;22,61;16,00878517;66,26742958;81,11970888;0,069097889;0,62742589
BOYACA;15;Cuitiva;15226;34,62365591;46,19341564;2,07;90,29;0,38;58,7;30,64;21,54314939;16,84047001;30,96480297;0,064997336;0,643047416
BOYACA;15;Chiquiza;15232;60,1116359;48,99670954;0,48;96,33;0,92;78,63;26,15;19,87381623;75,37420378;74,85961855;0,018256334;0,784277198
BOYACA;15;Chivor;15236;46,33747547;34,1576507;6,44;67,83;4,35;58,61;19,48;17,5312476;14,03344279;16,89329958;0,082847141;0,841306884
BOYACA;15;Duitama;15238;16,57644678;8,993239314;14,75;25,57;7,57;7,15;13,1;9,185194066;1262,047719;1968,553164;0,68773565;0,388385778
BOYACA;15;El Cocuy;15244;58,00031343;54,66996386;8,65;65,11;11,22;52,35;30,01;18,94563808;48,85204627;52,10863236;0,104712042;0,64436688
BOYACA;15;El Espino;15248;46,50289017;51,35317997;6,3;68,8;4,28;59,38;21,7;15,54877512;23,96318169;35,37716533;0,047698149;0,443758899
BOYACA;15;Firavitoba;15272;33,95191222;27,59142765;1,92;68,75;2,91;33,33;17,48;12,1301147;50,78695959;71,66272269;0,1762281;0,603229131
BOYACA;15;Floresta;15276;46,53243848;46,13999357;2,29;75,31;3,29;42,05;30,69;20,55419011;25,96608621;30,89696697;0,07966599;0,549763033
BOYACA;15;Gachantiva;15293;55,37929045;60,34887622;1,82;95,05;3,91;76,69;26,53;17,99984596;24,74276067;25,00998543;0,060334761;0,879719735
BOYACA;15;Gameza;15296;46,99515347;44,18652424;4,1;75,58;5,3;53,68;22,1;20,66782076;42,35390892;64,50689014;0,178411752;0,644666809
BOYACA;15;Garagoa;15299;26,73897831;23,06202195;13,01;40,74;6,85;24,46;19,71;13,30665408;112,7877203;147,0860048;0,376175917;0,493591251
BOYACA;15;Guacamayas;15317;44,50606586;62,68509378;2,1;76,73;3,49;64,56;28,24;22,51205113;10,67671881;14,45458761;0,066790353;0,708719852
BOYACA;15;Guateque;15322;25,29893014;25,95520422;13,57;41,08;12,38;25,92;15,09;10,84371964;110,6962093;116,73928;0,419592956;0,48212591
BOYACA;15;Guayata;15325;32,39083751;48,0827447;4,09;77,57;1,64;55,67;28,8;18,46183563;48,43846399;56,62273651;0,035116374;0,493875051
BOYACA;15;Guican;15332;61,08214575;68,53836992;6,08;66,35;17,35;46,07;32,49;27,10607652;33,1949183;49,18277275;0,067154156;0,520519325
BOYACA;15;Iza;15362;30,1233118;23,22115385;3,47;63,43;6,19;27,49;16,25;12,48145296;18,98099704;34,23511383;0,219757221;0,446211804
BOYACA;15;Jenesano;15367;46,68398533;41,83065657;0,51;78,97;2,13;45,13;20,35;15,26377412;47,58038619;66,9304177;0,037273557;0,665189626
BOYACA;15;Jericó;15368;69,88057604;74,00400623;3,22;90,17;5,36;71,6;28,52;20,53978564;27,38334862;35,19021725;0,132904884;0,69125964
BOYACA;15;Labranzagrande;15377;81,179941;70,15098722;4,43;93,3;2,37;82,56;29,55;26,38323566;26,10799364;40,58694158;0,037735849;0,541608739
BOYACA;15;La Capilla;15380;34,58101908;25,29644269;3,99;63,36;2,06;41,81;19,07;15,816591;22,53685208;31,48822532;0,025306122;0,746122449
BOYACA;15;La Victoria;15401;71,02396514;44,73524041;14,76;83,74;19,42;37,41;20;14,05066246;8,522910434;12,57411078;0,035863718;0,5720263
BOYACA;15;La Uvita;15403;50,50139276;49,63072378;4,02;72,32;6,11;50,82;21,49;14,51497334;24,30103537;31,03971854;0,115663679;0,786598378
BOYACA;15;Leiva;15407;36,49256784;25,8600091;13,01;47,61;7,52;21,71;15,66;11,22902521;217,4852448;39,8889538;0,33205758;0,412601394
BOYACA;15;Macanal;15425;44,13179413;35,23202111;4,13;76,31;7,16;54,83;19,06;12,12301843;34,54963858;65,73107399;0,087109456;0,56176288
BOYACA;15;Maripi;15442;76,35695662;47,63456275;4,09;87,84;6,4;65,8;20,79;15,43162127;61,13277028;102,3090053;0,027536625;0,613809007
BOYACA;15;Miraflores;15455;34,71569549;25,34703825;2,61;56,56;10,24;24,5;16,35;15,24397824;75,22550876;46,01113797;0,20864412;0,553591499
BOYACA;15;Mongua;15464;49,67905405;47,14031269;2,56;78,78;3;65,13;28,08;19,58322332;30,01123397;38,25199208;0,144811116;0,574902301
BOYACA;15;Monguí;15466;29,46367957;30,14462792;3,45;58,06;4,49;29,45;20,71;13,17240713;38,74831293;250,7038941;0,161516854;0,505216693
BOYACA;15;Moniquirá;15469;41,42978468;30,87876829;13,29;56,42;5,05;34,41;16,63;10,16267213;244,8525081;60,73915719;0,326395414;0,678021049
BOYACA;15;Motavita;15476;41,62411865;50,19071334;3,41;89,42;6,03;73;26,68;21,26517587;50,0930115;79,76572676;0,048007681;0,48043687
BOYACA;15;Muzo;15480;49,09451749;45,66701138;24,12;53,29;23,98;43,66;16,56;12,88444394;61,80861089;1547,459817;0,186255547;0,693708044
BOYACA;15;Nobsa;15491;14,39992893;13,54208879;10,42;25,21;6,59;7,24;16,05;12,43912391;813,9262868;65,14449245;0,239097379;0,317681406
BOYACA;15;Nuevo Colón;15494;39,57281553;28,48296576;1,09;75,5;4,19;53,06;21,07;12,36913229;33,82326721;40,42245991;0,040831701;0,640349556
BOYACA;15;Oicata;15500;39,43483762;51,6443802;0,91;88,87;3,05;56,66;23,16;15,28321762;36,34401381;82,41824595;0,120324629;0,508821454
BOYACA;15;Otanche;15507;60,8436993;50,66105181;16,35;70,28;14,72;56,04;16,56;13,86816457;61,3228492;32,07740419;0,109072184;0,524857223
BOYACA;15;Pachavita;15511;49,25801819;37,00440529;0,66;85,23;2,53;54,22;19,18;13,59902281;30,54315275;37,5262897;0,047221061;0,647304639
BOYACA;15;Páez;15514;48,06237102;38,15136476;5,73;65,65;4,8;49,84;20,62;17,74376405;29,0381816;525,2984644;0,078687368;0,794636556
BOYACA;15;Paipa;15516;24,41110552;18,07328709;10,09;46,19;6,32;17;15,7;12,49894476;332,2216748;28,03656258;0,528037831;0,471418986
BOYACA;15;Pajarito;15518;51,06288751;41,63090129;7,42;78,12;8,87;51,54;20,48;15,11177641;44,0360097;20,82269756;0,19625;0,819375
BOYACA;15;Panqueba;15522;54,72299721;46,93287037;4,3;79,63;3,82;51,17;25,19;15,68428004;19,0780688;82,48744838;0,079298246;0,806315789
BOYACA;15;Pauna;15531;59,20581785;61,74033149;9,88;75,95;4,58;67,65;20,64;15,07844495;59,33896127;17,46012156;0,043751734;0,496531311
BOYACA;15;Paya;15533;91,10169492;82,41890268;20,12;79,88;13,25;79,8;30,08;21,62536664;14,3882248;48,91836518;0,037242472;0,682250396
BOYACA;15;Paz del Río;15537;32,24583951;27,60724124;10,13;49,9;3,4;31,84;17,56;11,63894965;30,56493662;64,1885174;0,375356282;0,338741504
BOYACA;15;Pesca;15542;49,02740937;50,11800043;3,62;79,4;3,62;60,69;23,44;18,6510925;45,54217372;12,65254229;0,06651971;0,709932573
BOYACA;15;Pisba;15550;84,54157783;80,77197999;3,82;95,88;7;84,31;35,5;23,25740574;10,74371681;2122,44827;0,069838833;1,020721412
BOYACA;15;Puerto Boyacá;15572;39,28358209;39,31081014;15,02;37,06;11,44;30,13;24,41;16,84038703;2626,630112;63,34419682;0,324105106;0,521427553
BOYACA;15;Quipama;15580;58,16766771;53,77991642;14,18;65,41;13,38;66,01;25,14;19,63339121;77,16210254;89,93062437;0,059843546;0,485397653
BOYACA;15;Ramiriquí;15599;50,88924106;41,50844435;5,48;70,04;5,65;48,95;16,49;11,33449872;64,34215105;123,4606529;0,179343963;0,728445212
BOYACA;15;Ráquira;15600;64,92065037;60,2228367;5,91;86,7;12,82;65,44;24,23;17,75046267;74,19933674;32,93718366;0,071014493;0,28326087
BOYACA;15;Rondón;15621;52,13114754;41,71029668;2,47;85,19;8,52;55,89;19,9;16,87643422;48,54797984;196,3622936;0,044133477;0,674560459
BOYACA;15;Saboya;15632;60,65367693;49,19111816;1,58;88,25;1,68;59,17;21,74;16,97175067;113,8446936;91,87291023;0,04453706;0,772329819
BOYACA;15;Sáchica;15638;44,38291139;46,08155923;16,51;77,4;8,66;51,55;23,03;15,65659108;30,3881893;316,7780394;0,100557177;0,915362165
BOYACA;15;Samacá;15646;40,30504624;30,86286237;7,78;59,91;7,01;42,25;19,15;15,70231561;346,0008505;17,88781069;0,506099361;0,462764388
BOYACA;15;San Eduardo;15660;53,00625301;30,72289157;6,07;88,42;5,97;43,69;17,82;11,32735174;52,2853451;44,30948251;0,049973133;0,681891456
BOYACA;15;San José de Pare;15664;41,70518747;44,83406946;5,61;69,84;7,28;55,84;26,21;19,49707913;40,11670104;74,25889553;0,027297722;0,774548311
BOYACA;15;San Luis de Gaceno;15667;52,93405114;33,52629838;8,49;71,16;10,43;48,01;19,72;11,27535074;55,50525173;41,23900403;0,128194643;0,672050705
BOYACA;15;San Mateo;15673;57,04499664;52,08286924;3,86;81,53;5,84;56,02;23,34;14,6172424;21,29569496;52,98346418;0,09257667;0,758956721
BOYACA;15;San Miguel de Sema;15676;35,23809524;31,43645024;1,95;69,99;2,9;40,47;21,04;16,12185239;35,27125245;73,89457745;0,074449339;0,401982379
BOYACA;15;San Pablo de Borbur;15681;51,36426275;46,71945701;5,32;72,24;4,63;73,47;26,73;18,05378639;80,79958213;66,26803338;0,029146692;0,446979866
BOYACA;15;Santana;15686;40,87382605;42,4609375;17,33;51,72;9,5;42,47;16,63;12,77712155;46,98204569;602,135391;0,11372549;0,794117647
BOYACA;15;Santa Maria;15690;47,13064713;32,73137698;14,5;56;5,97;43,01;20,36;15,31847773;353,8622681;105,152915;0,195324675;0,535584416
BOYACA;15;Santa Rosa de Viterbo;15693;29,65968828;17,1353518;11,94;41,99;2,97;18,2;15,94;12,55550822;90,1762803;28,71201533;0,114684375;0,37613789
BOYACA;15;Santa Sofía;15696;47,03023758;35,80698835;4,1;75,94;11,2;45,88;22,46;14,53398017;35,51396977;20,89507762;0,073031571;0,759984785
BOYACA;15;Sativanorte;15720;57,22145805;60,39939714;3,76;81,19;10,34;59,81;25,4;20,96431597;14,4329478;14,52002826;0,121225577;1,56705151
BOYACA;15;Sativasur;15723;39,98893805;46,13545817;7,8;78,84;1,13;52,96;25,06;16,82755867;6,97575541;125,857061;0,21575985;1,448405253
BOYACA;15;Siachoque;15740;50,58341609;50,79947575;2,5;88,72;3,26;61,9;30,4;28,23688041;103,9800781;60,54226098;0,041694537;0,074470457
BOYACA;15;Soata;15753;54,00455063;40,11124776;13,8;58,68;6,53;35,73;18,64;13,71549517;52,44295098;82,25042878;0,447464031;0,861938672
BOYACA;15;Socota;15755;70,0916101;72,35216015;2,13;91,96;4,58;72,58;29,72;24,23159331;40,96602096;104,224092;0,201834862;0,697635353
BOYACA;15;Socha;15757;38,76674248;29,13997547;4,3;55,67;2,29;30,65;18,77;16,97911664;65,52831474;2401,407467;0,566410694;0,658418658
BOYACA;15;Sogamoso;15759;20,73555915;11,59992761;17,31;27,05;7,91;11,55;14,88;11,57188756;1776,949006;50,50004294;0,737164587;0,027500957
BOYACA;15;Somondoco;15761;43,59772852;36,90071141;2,51;69,58;3,32;47,48;19,35;11,76000784;76,35295215;46,68850907;0,034462952;14,61344055
BOYACA;15;Sora;15762;48,3992467;46,30457202;2,24;93,47;3,73;79,81;24,32;18,74466702;20,02428014;106,7659518;0,054161162;0,545904888
BOYACA;15;Sotaquirá;15763;36,53614458;37,48408864;1,36;69,1;1,89;57,06;19,51;15,77855905;91,19151569;113,2047125;0,153485255;0,284450402
BOYACA;15;Soracá;15764;54,3485342;46,26042321;3,32;83,9;3,34;57,91;21,73;17,25700634;67,21953999;23,33398373;0,101798699;0,822234979
BOYACA;15;Susacon;15774;60,99498328;55,95137122;2,24;80,8;3,5;66,67;26,81;17,93743605;18,81826023;79,76325423;0,040241449;1,597920858
BOYACA;15;Sutamarchán;15776;60,02457865;35,38406828;2,61;89,05;3,72;59,64;34,5;33,67413476;62,10093579;56,78656227;0,089559877;0,328215626
BOYACA;15;Sutatenza;15778;39,01752867;57,70104498;2,63;79,71;4,65;66,18;28,72;23,57287327;66,358108;58,25856781;0,104062187;1,130391174
BOYACA;15;Tasco;15790;41,77795234;39,48987247;34,68;46,36;3,39;44,44;19,99;14,69934631;35,66586506;82,02002629;0,266955267;0,416867084
BOYACA;15;Tenza;15798;29,76262934;28,23477101;4,53;56,08;2,47;42,66;15,21;11,86087437;118,6350259;86,93985074;0,111694153;0,703148426
BOYACA;15;Tibaná;15804;50,24619996;45,89556191;0,62;83,58;2,41;62,05;21,3;17,44724729;55,36717214;1025,875811;0,037004405;0,261563877
BOYACA;15;Tibasosa;15806;22,17484009;16,18455425;4,42;51,84;8,63;13,76;16,09;12,4681398;588,910982;31,71730442;0,130537919;0,45712691
BOYACA;15;Tinjacá;15808;58,82597835;48,02929892;2,1;84,65;9,2;58,73;20,21;15,20284355;26,61521745;26,97144379;0,067718606;1,73964497
BOYACA;15;Tipacoque;15810;66,25287356;63,13672922;3,3;81,57;7,19;67,13;25,09;18,45697429;20,37854109;139,5281963;0,07371484;0,649531199
BOYACA;15;Toca;15814;43,86466759;44,45335778;4,1;72,61;8,02;51,6;22,71;17,2465063;134,918847;41,90593347;0,180995025;0,278606965
BOYACA;15;Toguí;15816;54,64057353;43,99685596;4,41;76,13;6,28;54,54;26,76;22,70292408;33,80274046;38,21775263;0,033912155;1,308886619
BOYACA;15;Topaga;15820;34,95145631;29,40089171;2,72;77,48;7,35;44,78;19,37;14,25976696;22,89497257;59,13438757;0,18711075;1,031410777
BOYACA;15;Tota;15822;49,35429534;60,63520871;0,65;96,37;2,42;75,12;31,92;24,98035442;34,4518065;16,71154289;0,036171816;0,353428787
BOYACA;15;Tunungua;15832;58,86792453;22,67257758;4,43;78,48;8,68;29,68;22,86;14,05242421;11,35390062;61,72794239;0,031332979;2,231545406
BOYACA;15;Turmequé;15835;38,81135479;32,11255088;3,6;68,78;7,15;55,41;18,68;13,72879847;51,65902881;436,3483442;0,084614085;0,204357372
BOYACA;15;Tuta;15837;38,24313516;32,45894821;3,54;66,88;6,55;43,39;20,62;13,91491043;316,1338811;62,39913309;0,100816327;0,488163265
BOYACA;15;Tutasa;15839;60,70161608;46,6819222;0,72;84,99;2,88;51,44;24,83;18,59091879;51,22020792;98,27134786;0,069230769;2,753846154
BOYACA;15;Umbita;15842;58,60403863;47,35506143;1,25;87,17;4,65;65,58;22,33;18,2585083;56,86187525;325,54589;0,026137464;0,151016457
BOYACA;15;Ventaquemada;15861;38,20387471;28,44929324;3;65,33;4,45;40,9;18,17;14,62069257;153,9017773;45,54764676;0,012350419;0,348883343
BOYACA;15;Viracacha;15879;38,64072349;38,01775148;1,41;92,83;1,59;62,43;21,58;17,47298714;30,19315577;189,7298471;0,510088272;3,374527112
BOYACA;15;Zetaquira;15897;51,85451927;38,07807808;4,88;81,68;4,23;43,55;25,51;23,12369145;35,62526529;51,54305034;0,020265706;0,502589507
CALDAS;17;Manizales;17001;15,57506162;10,03109475;11,75;11,55;6,42;5,41;13,47;9,300340199;3849,348289;5227,673743;0,787337964;0,179467442
CALDAS;17;Aguadas;17013;39,59413311;22,99029563;3,89;56,77;4,59;29,06;17,35;11,3495209;155,9935144;200,6363354;0,208100494;0,657645592
CALDAS;17;Anserma;17042;27,39600792;19,07585377;5,76;39,36;4,42;24,31;11,64;8,151796959;275,1420807;334,5575018;0,212613687;0,656865961
CALDAS;17;Aranzazu;17050;30,17230294;20,33664609;4,37;31,68;8,49;23,44;21,24;14,91362411;90,70242973;132,6652326;0,193120745;0,740505195
CALDAS;17;Belalcazar;17088;40,15572001;28,77621449;9,87;48,42;12,14;29,05;18,6;14,25865119;96,14564296;138,5429201;0,133039151;0,681438363
CALDAS;17;Chinchiná;17174;26,74588963;18,58036306;19,72;17,43;8,86;8,41;18,96;15,14821099;672,455084;954,9590008;0,543836636;0,491581173
CALDAS;17;Filadelfia;17272;32,65436935;26,57228086;11,55;39,02;5,92;27,76;25,86;14,92929154;88,82547964;104,7711898;0,130215626;0,597871745
CALDAS;17;La Dorada;17380;30,83892353;25,07334405;11,17;28,94;3,78;12,47;16,5;12,97845493;468,6336996;618,8814604;0,39942111;0,475783109
CALDAS;17;La Merced;17388;40,46039797;25,77827192;7,31;53,17;9,93;38,42;20,46;16,47581769;37,86856675;51,00270754;0,151865177;0,686801742
CALDAS;17;Manzanares;17433;37,89127424;28,12706881;11,83;50,8;5,05;37,86;17,11;13,14452525;130,8553516;159,0153986;0,105939774;0,563820979
CALDAS;17;Marmato;17442;38,61584754;35,98526704;6,95;43,8;8,8;51,46;21,03;20,31519233;104,5854294;121,4086862;0,32971565;0,515085739
CALDAS;17;Marquetalia;17444;37,33333333;26,89804772;11,28;59,27;4,66;44,01;18,26;16,00746541;91,10198861;123,2790398;0,101359456;0,659202985
CALDAS;17;Marulanda;17446;34,80555556;21,42857143;5,76;54,53;2,93;25,98;18,36;15,89306782;22,04563713;33,46199733;0,120247569;0,440613027
CALDAS;17;Neira;17486;30,96152205;22,55516999;15,21;23,65;12,98;19,55;19,55;14,49383808;169,0769973;195,809737;0,151438814;0,394244744
CALDAS;17;Norcasia18;17495;60,84;36,66300768;11,08101;42,62942;6,63;32,78;18,09;13,75179331;192,8648222;258,3117208;0,171077806;0,692602041
CALDAS;17;Pacora;17513;32,30548187;24,88342123;2,06;35,66;2,21;24,34;23,78;16,43951969;101,3924292;133,2942638;0,223703834;0,804807439
CALDAS;17;Palestina;17524;36,59709193;25,85261723;18,54;26,67;16,66;17,32;18,66;14,26126977;164,352481;191,2372828;0,123571348;0,427350911
CALDAS;17;Pensilvania;17541;36,55684569;23,60696174;3,48;54,23;5,86;46,19;12,16;9,466278233;135,0167516;178,7281448;0,112384712;0,510646373
CALDAS;17;Riosucio;17614;68,03188059;23,81921628;8,22;21,08;8,88;17,45;17,19;12,29767154;275,5442081;364,4689669;0,134649853;0,598746927
CALDAS;17;Risaralda;17616;32,95172778;24,60629921;5,04;46,28;3,6;34,17;21,9;16,318922;166,9282283;210,0990729;0,154347362;0,847575304
CALDAS;17;Salamina;17653;29,47372929;18,84636614;3,94;29,58;7,5;20,73;16,38;10,00339726;123,3314046;176,6628937;0,240924711;0,680349891
CALDAS;17;Samana;17662;56,29855716;32,92857143;8,27;66,09;4,63;47,14;17,31;12,57487156;146,0282986;182,7331701;0,059094963;0,613594944
CALDAS;17;San Jose19;17665;35,2;25,23269589;11,08101;42,62942;19,85;33,56;23,2;16,4612659;72,56863982;60,87056836;0,080258303;0,444781234
